user_id,activity_date,activity_type,session_duration_min,device_type
HT_010010,2026-01-25,post_moment,8.16,Android
HT_010010,2026-02-23,post_moment,4.72,iOS
HT_010010,2026-03-31,login,0.6,Android
HT_010010,2026-01-08,post_moment,2.1,Web
HT_010010,2026-04-08,send_message,2.33,Android
HT_010010,2026-02-07,voice_call,21.4,iOS
HT_010010,2026-04-02,send_message,8.59,iOS
HT_010010,2026-02-05,send_message,0.5,iOS
HT_010010,2026-03-26,send_message,1.31,iOS
HT_010010,2026-02-20,share_content,24.88,iOS
HT_010010,2026-01-16,voice_call,9.01,Web
HT_010010,2026-03-18,login,8.42,Android
HT_010010,2026-02-18,share_content,5.71,Web
HT_010010,2026-02-15,comment,6.32,Android
HT_010010,2026-02-15,login,11.84,iOS
HT_010010,2026-03-28,share_content,13.85,Android
HT_010010,2026-03-12,like,2.53,iOS
HT_010010,2026-04-12,login,3.12,Android
HT_010010,2026-03-03,login,7.15,Android
HT_010010,2026-02-20,send_message,3.84,Android
HT_010010,2026-03-24,login,0.95,iOS
HT_010010,2026-04-02,login,10.06,Android
HT_010010,2026-01-15,post_moment,8.97,iOS
HT_010010,2026-01-23,share_content,3.88,iOS
HT_010010,2026-01-23,login,20.93,Android
HT_010010,2026-01-13,login,14.32,Web
HT_010010,2026-03-29,send_message,0.5,Android
HT_010010,2026-04-02,post_moment,21.56,Android
HT_010010,2026-02-26,post_moment,5.83,Android
HT_010010,2026-02-22,comment,7.89,Android
HT_010010,2026-01-25,login,14.26,iOS
HT_010010,2026-03-16,post_moment,32.76,iOS
HT_010010,2026-02-06,send_message,1.36,iOS
HT_010010,2026-02-05,login,6.33,Android
HT_010010,2026-01-08,send_message,31.58,iOS
HT_010011,2026-02-05,login,7.95,iOS
HT_010011,2026-04-07,comment,19.1,Android
HT_010011,2026-03-19,comment,24.67,iOS
HT_010011,2026-03-16,login,5.94,iOS
HT_010011,2026-03-01,send_message,10.38,Android
HT_010011,2026-02-25,login,2.32,Android
HT_010011,2026-03-10,login,0.75,Android
HT_010011,2026-04-11,login,12.8,iOS
HT_010011,2026-03-19,login,24.0,iOS
HT_010011,2026-04-05,comment,15.33,iOS
HT_010011,2026-02-13,send_message,0.5,Android
HT_010011,2026-03-09,login,2.44,iOS
HT_010011,2026-02-04,send_message,4.12,iOS
HT_010011,2026-03-15,login,4.85,Android
HT_010011,2026-03-22,post_moment,18.9,Android
HT_010011,2026-02-10,voice_call,18.41,iOS
HT_010011,2026-02-19,login,4.2,iOS
HT_010011,2026-02-25,login,5.49,Android
HT_010011,2026-02-28,login,2.55,iOS
HT_010011,2026-04-05,like,17.32,Android
HT_010011,2026-02-11,login,6.77,iOS
HT_010011,2026-02-13,complete_lesson,0.5,Android
HT_010011,2026-04-07,login,7.25,iOS
HT_010011,2026-03-11,voice_call,5.05,Android
HT_010011,2026-03-01,login,0.96,iOS
HT_010011,2026-02-27,voice_call,17.41,Web
HT_010011,2026-03-04,login,0.9,Android
HT_010011,2026-04-10,login,3.9,Android
HT_010011,2026-03-10,post_moment,31.9,Android
HT_010011,2026-02-22,share_content,26.57,Android
HT_010011,2026-02-11,video_call,40.26,iOS
HT_010011,2026-02-07,complete_lesson,15.43,Android
HT_010011,2026-03-07,voice_call,15.93,Android
HT_010011,2026-02-12,like,14.66,Android
HT_010011,2026-04-05,like,0.78,iOS
HT_010011,2026-02-06,login,14.06,Android
HT_010011,2026-03-27,voice_call,6.15,iOS
HT_010012,2026-04-11,post_moment,10.35,iOS
HT_010012,2026-04-11,voice_call,28.5,Android
HT_010012,2026-04-11,comment,11.73,Android
HT_010012,2026-04-10,post_moment,2.32,iOS
HT_010012,2026-04-11,login,1.03,iOS
HT_010012,2026-04-10,send_message,5.16,Web
HT_010012,2026-04-10,login,1.66,iOS
HT_010012,2026-04-11,voice_call,26.44,iOS
HT_010012,2026-04-12,send_message,12.32,iOS
HT_010012,2026-04-10,send_message,11.01,Android
HT_010012,2026-04-12,like,2.02,iOS
HT_010012,2026-04-10,send_message,2.39,iOS
HT_010012,2026-04-12,video_call,10.4,Android
HT_010012,2026-04-10,login,2.63,iOS
HT_010012,2026-04-12,login,15.87,Web
HT_010012,2026-04-12,post_moment,0.61,iOS
HT_010012,2026-04-11,send_message,9.35,iOS
HT_010012,2026-04-10,voice_call,5.92,Android
HT_010012,2026-04-11,post_moment,7.23,Android
HT_010012,2026-04-11,login,0.5,Android
HT_010012,2026-04-12,login,12.5,Android
HT_010012,2026-04-12,login,1.65,iOS
HT_010012,2026-04-11,send_message,0.5,Android
HT_010012,2026-04-12,send_message,1.04,Web
HT_010012,2026-04-11,post_moment,6.84,Android
HT_010012,2026-04-10,login,13.16,Android
HT_010012,2026-04-12,login,50.25,Android
HT_010012,2026-04-12,login,32.93,Android
HT_010012,2026-04-11,post_moment,17.02,iOS
HT_010012,2026-04-11,post_moment,41.14,Android
HT_010012,2026-04-11,like,35.91,iOS
HT_010012,2026-04-10,login,30.16,Android
HT_010012,2026-04-10,comment,10.57,Android
HT_010012,2026-04-10,send_message,25.21,Android
HT_010012,2026-04-12,post_moment,2.5,iOS
HT_010012,2026-04-10,complete_lesson,1.66,iOS
HT_010012,2026-04-10,complete_lesson,4.89,iOS
HT_010012,2026-04-10,comment,3.81,Android
HT_010012,2026-04-12,post_moment,0.5,Android
HT_010012,2026-04-11,login,3.04,Web
HT_010012,2026-04-11,login,2.57,Android
HT_010012,2026-04-11,login,1.41,Web
HT_010012,2026-04-10,video_call,6.31,iOS
HT_010012,2026-04-10,send_message,2.16,Android
HT_010013,2026-01-13,send_message,3.76,Android
HT_010013,2025-11-10,share_content,16.74,Android
HT_010013,2025-11-26,voice_call,12.54,Android
HT_010013,2026-01-14,voice_call,9.3,iOS
HT_010013,2026-03-12,voice_call,8.76,iOS
HT_010013,2026-01-23,comment,3.94,iOS
HT_010013,2026-02-06,video_call,2.27,Android
HT_010013,2026-02-09,like,7.7,Android
HT_010013,2025-10-06,comment,3.6,Web
HT_010013,2026-01-06,login,0.78,Android
HT_010013,2025-09-19,login,21.26,Web
HT_010014,2025-08-19,share_content,4.7,Android
HT_010014,2025-12-13,start_lesson,12.94,Android
HT_010014,2025-12-02,login,4.32,iOS
HT_010014,2026-01-14,send_message,20.97,Web
HT_010014,2026-03-19,login,5.32,iOS
HT_010014,2026-01-31,login,15.5,Android
HT_010014,2025-06-07,voice_call,0.64,iOS
HT_010014,2026-02-20,login,10.75,Android
HT_010014,2026-02-10,comment,11.59,iOS
HT_010014,2025-06-30,voice_call,16.32,Android
HT_010014,2026-02-04,login,4.23,iOS
HT_010015,2026-02-04,video_call,0.5,iOS
HT_010015,2026-03-11,login,0.76,iOS
HT_010015,2026-03-15,login,2.6,iOS
HT_010015,2025-10-07,login,2.6,Web
HT_010015,2026-01-08,comment,1.63,Android
HT_010015,2025-12-24,login,8.95,iOS
HT_010015,2025-10-26,send_message,6.9,iOS
HT_010015,2025-10-06,send_message,13.97,Android
HT_010015,2025-12-15,login,21.81,iOS
HT_010015,2026-03-25,video_call,4.8,iOS
HT_010015,2026-02-15,comment,4.95,iOS
HT_010015,2026-01-10,share_content,22.2,Android
HT_010015,2026-03-24,send_message,5.65,iOS
HT_010015,2025-09-24,send_message,5.84,Android
HT_010015,2026-02-02,share_content,9.67,iOS
HT_010015,2026-01-21,login,5.19,Android
HT_010015,2026-04-09,send_message,1.58,Android
HT_010015,2026-01-20,post_moment,12.56,Web
HT_010015,2025-10-21,login,3.78,iOS
HT_010015,2026-03-28,login,1.74,Android
HT_010015,2025-10-02,login,17.36,Android
HT_010015,2025-10-20,send_message,20.21,Android
HT_010015,2025-10-27,comment,5.62,iOS
HT_010015,2026-03-10,post_moment,14.89,iOS
HT_010015,2025-12-16,share_content,15.16,Android
HT_010015,2026-01-05,login,5.41,iOS
HT_010015,2026-01-11,like,17.84,iOS
HT_010015,2025-10-22,send_message,2.08,iOS
HT_010015,2026-03-26,login,1.88,Android
HT_010016,2026-01-27,post_moment,6.42,Web
HT_010016,2026-01-21,login,3.61,Android
HT_010016,2026-03-06,share_content,2.68,iOS
HT_010016,2026-02-22,login,9.44,Android
HT_010016,2025-12-09,login,0.5,Android
HT_010016,2026-02-03,send_message,2.53,Web
HT_010016,2026-02-22,send_message,17.25,Web
HT_010016,2025-11-23,login,9.77,Android
HT_010016,2025-11-22,voice_call,2.75,Android
HT_010016,2025-11-26,voice_call,10.45,Android
HT_010016,2026-02-09,video_call,9.09,iOS
HT_010016,2025-11-13,login,53.79,Android
HT_010016,2026-01-12,like,20.65,iOS
HT_010017,2025-08-30,send_message,11.88,Android
HT_010017,2026-01-12,voice_call,13.0,Android
HT_010017,2025-07-17,send_message,0.5,iOS
HT_010017,2026-02-09,login,1.36,iOS
HT_010017,2025-09-24,voice_call,5.57,iOS
HT_010017,2025-08-26,send_message,1.38,Android
HT_010017,2025-07-15,send_message,9.79,Android
HT_010017,2025-08-16,login,11.85,iOS
HT_010017,2026-03-28,login,11.86,Android
HT_010017,2026-01-26,like,0.5,Android
HT_010017,2025-08-03,send_message,0.61,iOS
HT_010017,2025-10-23,share_content,26.81,Android
HT_010017,2025-11-24,send_message,17.08,Android
HT_010017,2025-12-04,login,26.58,iOS
HT_010017,2026-04-03,comment,5.48,iOS
HT_010017,2025-11-06,login,18.11,iOS
HT_010017,2025-08-16,share_content,5.65,iOS
HT_010017,2025-09-08,comment,2.28,Android
HT_010017,2026-02-28,login,3.17,Android
HT_010017,2025-09-24,login,14.28,iOS
HT_010017,2025-10-05,login,4.27,Android
HT_010017,2025-12-02,post_moment,5.27,iOS
HT_010017,2025-10-15,complete_lesson,7.19,iOS
HT_010017,2026-03-13,login,7.53,iOS
HT_010017,2026-02-13,like,12.71,Android
HT_010017,2025-09-21,send_message,2.35,iOS
HT_010018,2025-12-18,login,24.32,Android
HT_010018,2025-10-13,send_message,5.0,Android
HT_010018,2026-03-12,post_moment,1.58,Android
HT_010018,2026-03-10,post_moment,3.53,Android
HT_010018,2025-11-21,voice_call,26.77,Android
HT_010018,2026-01-02,login,6.81,iOS
HT_010018,2026-03-30,login,0.87,iOS
HT_010018,2026-02-12,post_moment,0.73,iOS
HT_010018,2025-10-06,login,1.92,Android
HT_010018,2025-12-02,login,1.98,iOS
HT_010018,2026-03-18,post_moment,3.92,Android
HT_010018,2025-10-02,send_message,5.13,Android
HT_010018,2025-09-11,comment,1.61,Android
HT_010018,2025-12-30,comment,6.77,Android
HT_010018,2025-10-16,post_moment,5.52,Android
HT_010018,2025-09-18,login,6.64,Android
HT_010018,2026-02-14,video_call,19.62,iOS
HT_010018,2026-02-03,like,1.55,Android
HT_010018,2025-08-26,send_message,30.24,iOS
HT_010018,2025-10-04,share_content,3.02,Android
HT_010018,2025-11-07,start_lesson,4.44,Android
HT_010018,2025-12-17,complete_lesson,5.55,Android
HT_010018,2026-04-08,post_moment,5.37,Android
HT_010018,2025-10-08,start_lesson,7.02,Android
HT_010018,2025-09-01,send_message,2.01,Android
HT_010018,2025-12-11,login,33.44,iOS
HT_010018,2026-01-19,start_lesson,0.5,iOS
HT_010018,2026-01-27,send_message,22.9,Android
HT_010018,2025-12-03,post_moment,1.76,Android
HT_010018,2026-02-05,video_call,1.77,Android
HT_010018,2025-09-27,comment,19.48,Android
HT_010018,2025-10-31,login,4.56,Android
HT_010018,2026-04-10,post_moment,2.3,iOS
HT_010018,2025-09-30,video_call,4.21,Android
HT_010018,2025-08-29,like,6.2,iOS
HT_010018,2025-09-10,send_message,2.85,Web
HT_010018,2025-11-14,video_call,10.14,Android
HT_010018,2025-11-12,login,7.63,Android
